Team,Season,Season_Outcome,Lottery_Status,Lottery_Pick_Count
ATL,1984-85,made,not_lottery,0
ATL,1983-84,made,not_lottery,0
ATL,2022-23,missed,picks,1
ATL,2021-22,missed,picks,1
ATL,2020-21,missed,picks,1
ATL,2019-20,missed,picks,1
ATL,2018-19,missed,picks,1
ATL,2017-18,missed,picks,1
ATL,2016-17,missed,picks,1
ATL,2015-16,made,not_lottery,0
ATL,2014-15,missed,picks,1
ATL,2013-14,made,not_lottery,0
ATL,2012-13,missed,picks,1
ATL,2011-12,missed,picks,1
ATL,2010-11,missed,picks,1
ATL,2009-10,made,not_lottery,0
ATL,2008-09,missed,picks,1
ATL,2007-08,missed,picks,1
ATL,2006-07,missed,picks,1
ATL,2005-06,missed,picks,1
ATL,2004-05,missed,picks,1
ATL,2001-02,made,not_lottery,0
ATL,2000-01,made,not_lottery,0
ATL,1999-00,made,not_lottery,0
ATL,1998-99,missed,picks,1
ATL,1997-98,made,not_lottery,0
ATL,1996-97,made,not_lottery,0
ATL,1995-96,missed,picks,1
ATL,1994-95,made,not_lottery,0
ATL,1993-94,missed,picks,0
ATL,1992-93,made,not_lottery,0
ATL,1991-92,missed,picks,1
ATL,1990-91,missed,picks,1
ATL,1989-90,missed,picks,1
ATL,1988-89,missed,picks,1
ATL,2022-23,missed,picks,0
ATL,2021-22,made,not_lottery,0
ATL,2020-21,missed,picks,0
ATL,2019-20,missed,picks,1
ATL,2018-19,missed,picks,1
ATL,2017-18,missed,picks,1
ATL,2016-17,made,not_lottery,0
ATL,2015-16,missed,picks,1
ATL,2014-15,made,not_lottery,0
ATL,2013-14,made,not_lottery,0
ATL,2012-13,made,not_lottery,0
ATL,2011-12,made,not_lottery,0
ATL,2010-11,made,not_lottery,0
ATL,2009-10,made,not_lottery,0
ATL,2008-09,made,not_lottery,0
ATL,2007-08,missed,picks,1
ATL,2006-07,made,not_lottery,0
ATL,2005-06,made,not_lottery,0
ATL,2004-05,made,not_lottery,0
ATL,2003-04,missed,picks,1
ATL,2002-03,missed,picks,1
ATL,2001-02,missed,picks,1
ATL,2000-01,missed,picks,1
ATL,1999-00,missed,picks,2
ATL,1998-99,missed,picks,1
ATL,1997-98,made,not_lottery,0
ATL,1996-97,made,not_lottery,0
ATL,1995-96,made,not_lottery,0
ATL,1994-95,made,not_lottery,0
ATL,1993-94,made,not_lottery,0
ATL,1992-93,made,not_lottery,0
ATL,1991-92,made,not_lottery,0
ATL,1990-91,made,not_lottery,0
ATL,1989-90,made,not_lottery,0
ATL,1988-89,made,not_lottery,0
ATL,1987-88,made,not_lottery,0
ATL,1986-87,made,not_lottery,0
ATL,1985-86,made,not_lottery,0
ATL,1984-85,made,not_lottery,0
ATL,1983-84,missed,picks,1
ATL,2022-23,made,not_lottery,0
ATL,2021-22,missed,picks,1
ATL,2020-21,missed,picks,1
ATL,2019-20,missed,picks,1
ATL,2018-19,missed,picks,1
ATL,2017-18,made,not_lottery,0
ATL,2016-17,made,not_lottery,0
ATL,2015-16,made,not_lottery,0
ATL,2014-15,made,not_lottery,0
ATL,2013-14,missed,picks,1
ATL,2012-13,missed,picks,1
ATL,2011-12,missed,picks,1
ATL,2010-11,missed,picks,2
ATL,2009-10,made,not_lottery,0
ATL,2008-09,made,not_lottery,0
ATL,2007-08,made,not_lottery,0
ATL,2006-07,made,not_lottery,0
ATL,2005-06,made,not_lottery,0
ATL,2004-05,missed,picks,0
ATL,2003-04,missed,picks,1
ATL,2002-03,missed,picks,1
ATL,2001-02,missed,picks,1
ATL,2000-01,missed,picks,1
ATL,1999-00,missed,picks,1
ATL,1998-99,missed,picks,2
ATL,1997-98,made,not_lottery,0
ATL,1996-97,missed,picks,1
ATL,1995-96,made,not_lottery,0
ATL,1994-95,made,not_lottery,0
ATL,1993-94,made,not_lottery,0
ATL,1992-93,made,not_lottery,0
ATL,1991-92,made,not_lottery,0
ATL,1990-91,missed,picks,1
ATL,1989-90,made,not_lottery,0
ATL,1988-89,made,not_lottery,0
ATL,1987-88,made,not_lottery,0
ATL,1986-87,missed,picks,1
ATL,1985-86,missed,picks,1
ATL,1984-85,made,not_lottery,0
ATL,1983-84,missed,picks,0
ATL,2022-23,missed,picks,1
ATL,2021-22,missed,picks,1
ATL,2020-21,missed,picks,1
ATL,2019-20,missed,picks,1
ATL,2018-19,made,not_lottery,0
ATL,2017-18,missed,picks,0
ATL,2016-17,missed,picks,1
ATL,2015-16,made,not_lottery,0
ATL,2014-15,missed,picks,1
ATL,2013-14,missed,picks,0
ATL,2012-13,missed,picks,1
ATL,2011-12,missed,picks,1
ATL,2010-11,missed,picks,1
ATL,2009-10,missed,picks,1
ATL,2008-09,made,not_lottery,0
ATL,2007-08,made,not_lottery,0
ATL,2006-07,made,not_lottery,0
ATL,2005-06,made,not_lottery,0
ATL,2004-05,made,not_lottery,0
ATL,2003-04,made,not_lottery,0
ATL,2002-03,made,not_lottery,0
ATL,2001-02,made,not_lottery,0
ATL,2000-01,missed,picks,1
ATL,1999-00,made,not_lottery,0
ATL,1998-99,made,not_lottery,
ATL,1997-98,missed,picks,1
ATL,1996-97,made,not_lottery,0
ATL,1995-96,made,not_lottery,0
ATL,1994-95,missed,picks,0
ATL,1993-94,missed,picks,1
ATL,1992-93,missed,picks,1
ATL,1991-92,made,not_lottery,0
ATL,1990-91,made,not_lottery,0
ATL,1989-90,made,not_lottery,0
ATL,1988-89,made,not_lottery,0
ATL,1987-88,made,not_lottery,0
ATL,1986-87,made,not_lottery,0
ATL,1985-86,made,not_lottery,0
ATL,1984-85,made,not_lottery,0
ATL,1983-84,made,not_lottery,0
ATL,2022-23,missed,picks,1
ATL,2021-22,missed,picks,1
ATL,2020-21,missed,picks,1
ATL,2019-20,made,not_lottery,0
ATL,2018-19,made,not_lottery,0
ATL,2017-18,made,not_lottery,0
ATL,2016-17,made,not_lottery,0
ATL,2015-16,made,not_lottery,0
ATL,2014-15,missed,picks,1
ATL,2013-14,made,not_lottery,0
ATL,2012-13,made,not_lottery,0
ATL,2011-12,made,not_lottery,0
ATL,2010-11,made,not_lottery,0
ATL,2009-10,missed,picks,1
ATL,2008-09,missed,picks,1
ATL,2007-08,missed,picks,1
ATL,2006-07,missed,picks,0
ATL,2005-06,made,not_lottery,0
ATL,2004-05,made,not_lottery,0
ATL,2003-04,made,not_lottery,0
ATL,2002-03,made,not_lottery,0
ATL,2001-02,made,not_lottery,0
ATL,2000-01,made,not_lottery,0
ATL,1999-00,made,not_lottery,0
ATL,1998-99,made,not_lottery,0
ATL,1997-98,made,not_lottery,0
ATL,1996-97,missed,picks,1
ATL,1995-96,made,not_lottery,0
ATL,1994-95,made,not_lottery,0
ATL,1993-94,made,not_lottery,0
ATL,1992-93,made,not_lottery,0
ATL,1991-92,made,not_lottery,0
ATL,1990-91,made,not_lottery,0
ATL,1989-90,made,not_lottery,0
ATL,1988-89,missed,picks,1
ATL,1987-88,missed,picks,1
ATL,1986-87,made,not_lottery,0
ATL,1985-86,missed,picks,1
ATL,1984-85,missed,picks,1
ATL,1983-84,missed,picks,0
ATL,2022-23,made,not_lottery,0
ATL,2021-22,made,not_lottery,0
ATL,2020-21,made,not_lottery,0
ATL,2019-20,made,not_lottery,0
ATL,2018-19,missed,picks,1
ATL,2017-18,made,not_lottery,0
ATL,2016-17,missed,picks,1
ATL,2015-16,made,not_lottery,0
ATL,2014-15,missed,picks,1
ATL,2013-14,made,not_lottery,0
ATL,2012-13,made,not_lottery,0
ATL,2011-12,made,not_lottery,0
ATL,2010-11,made,not_lottery,0
ATL,2009-10,made,not_lottery,0
ATL,2008-09,made,not_lottery,0
ATL,2007-08,missed,picks,1
ATL,2006-07,made,not_lottery,0
ATL,2005-06,made,not_lottery,0
ATL,2004-05,made,not_lottery,0
ATL,2003-04,made,not_lottery,0
ATL,2002-03,missed,picks,1
ATL,2001-02,missed,picks,1
ATL,2000-01,made,not_lottery,0
ATL,1999-00,made,not_lottery,0
ATL,1998-99,made,not_lottery,0
ATL,1997-98,made,not_lottery,0
ATL,1996-97,made,not_lottery,0
ATL,1995-96,made,not_lottery,0
ATL,1994-95,missed,picks,1
ATL,1993-94,made,not_lottery,0
ATL,1992-93,missed,picks,0
ATL,1991-92,made,not_lottery,0
ATL,1990-91,missed,picks,1
ATL,1989-90,missed,picks,0
ATL,1988-89,missed,picks,1
ATL,2022-23,made,not_lottery,0
ATL,2021-22,made,not_lottery,0
ATL,2020-21,made,not_lottery,0
ATL,2019-20,made,not_lottery,0
ATL,2018-19,made,not_lottery,0
ATL,2017-18,made,not_lottery,0
ATL,2016-17,made,not_lottery,0
ATL,2015-16,missed,picks,1
ATL,2014-15,made,not_lottery,0
ATL,2013-14,missed,picks,1
ATL,2012-13,made,not_lottery,0
ATL,2011-12,missed,picks,1
ATL,2010-11,missed,picks,1
ATL,2009-10,made,not_lottery,0
ATL,2008-09,missed,picks,1
ATL,2007-08,missed,picks,1
ATL,2006-07,missed,picks,1
ATL,2005-06,made,not_lottery,0
ATL,2004-05,missed,picks,1
ATL,2003-04,made,not_lottery,0
ATL,2002-03,made,not_lottery,0
ATL,2001-02,missed,picks,1
ATL,2000-01,made,not_lottery,0
ATL,1999-00,made,not_lottery,0
ATL,1998-99,made,not_lottery,0
ATL,1997-98,missed,picks,1
ATL,1996-97,missed,picks,1
ATL,1995-96,missed,picks,1
ATL,1994-95,missed,picks,1
ATL,1993-94,missed,picks,1
ATL,1992-93,missed,picks,1
ATL,1991-92,missed,picks,1
ATL,1990-91,made,not_lottery,0
ATL,1989-90,made,not_lottery,0
ATL,1988-89,made,not_lottery,0
ATL,1987-88,made,not_lottery,0
ATL,1986-87,made,not_lottery,0
ATL,1985-86,made,not_lottery,0
ATL,1984-85,made,not_lottery,0
ATL,1983-84,made,not_lottery,0
ATL,2022-23,made,not_lottery,0
ATL,2021-22,missed,picks,1
ATL,2020-21,made,not_lottery,0
ATL,2019-20,missed,picks,1
ATL,2018-19,missed,picks,1
ATL,2017-18,missed,picks,1
ATL,2016-17,missed,picks,1
ATL,2015-16,missed,picks,0
ATL,2014-15,missed,picks,1
ATL,2013-14,missed,picks,0
ATL,2012-13,made,not_lottery,0
ATL,2011-12,made,not_lottery,0
ATL,2010-11,made,not_lottery,0
ATL,2009-10,missed,picks,0
ATL,2008-09,missed,picks,1
ATL,2007-08,missed,picks,1
ATL,2006-07,missed,picks,0
ATL,2005-06,missed,picks,0
ATL,2004-05,missed,picks,1
ATL,2003-04,made,not_lottery,0
ATL,2002-03,missed,picks,1
ATL,2001-02,missed,picks,1
ATL,2000-01,made,not_lottery,0
ATL,1999-00,made,not_lottery,0
ATL,1998-99,made,not_lottery,0
ATL,1997-98,made,not_lottery,0
ATL,1996-97,made,not_lottery,0
ATL,1995-96,made,not_lottery,0
ATL,1994-95,made,not_lottery,0
ATL,1993-94,made,not_lottery,0
ATL,1992-93,made,not_lottery,0
ATL,1991-92,made,not_lottery,0
ATL,1990-91,made,not_lottery,0
ATL,1989-90,made,not_lottery,0
ATL,1988-89,made,not_lottery,0
ATL,1987-88,made,not_lottery,0
ATL,1986-87,missed,picks,0
ATL,1985-86,missed,picks,1
ATL,1984-85,missed,picks,1
ATL,1983-84,made,not_lottery,0
ATL,2022-23,missed,picks,2
ATL,2021-22,missed,picks,1
ATL,2020-21,missed,picks,2
ATL,2019-20,made,not_lottery,0
ATL,2018-19,made,not_lottery,0
ATL,2017-18,missed,picks,1
ATL,2016-17,missed,picks,1
ATL,2015-16,missed,picks,1
ORL,2014-15,missed,picks,1
ORL,2013-14,missed,picks,2
ORL,2012-13,missed,picks,1
ORL,2011-12,made,not_lottery,0
ORL,2010-11,made,not_lottery,0
ORL,2009-10,made,not_lottery,0
ORL,2008-09,made,not_lottery,0
ORL,2007-08,made,not_lottery,0
ORL,2006-07,made,not_lottery,0
ORL,2005-06,missed,picks,1
ORL,2004-05,missed,picks,1
ORL,2003-04,missed,picks,1
ORL,2002-03,made,not_lottery,0
ORL,2001-02,made,not_lottery,0
ORL,2000-01,made,not_lottery,0
ORL,1999-00,missed,picks,3
ORL,1998-99,made,not_lottery,0
ORL,1997-98,missed,picks,2
ORL,1996-97,made,not_lottery,0
ORL,1995-96,made,not_lottery,0
ORL,1994-95,made,not_lottery,0
ORL,1993-94,made,not_lottery,0
ORL,1992-93,missed,picks,1
ORL,1991-92,missed,picks,1
ORL,1990-91,missed,picks,1
ORL,1989-90,missed,picks,1
PHI,2022-23,made,not_lottery,0
PHI,2021-22,made,not_lottery,0
PHI,2020-21,made,not_lottery,0
PHI,2019-20,made,not_lottery,0
PHI,2018-19,made,not_lottery,0
PHI,2017-18,made,not_lottery,0
PHI,2016-17,missed,picks,1
PHI,2015-16,missed,picks,1
PHI,2014-15,missed,picks,1
PHI,2013-14,missed,picks,2
PHI,2012-13,missed,picks,1
PHI,2011-12,made,not_lottery,0
PHI,2010-11,made,not_lottery,0
PHI,2009-10,missed,picks,1
PHI,2008-09,made,not_lottery,0
PHI,2007-08,made,not_lottery,0
PHI,2006-07,missed,picks,1
PHI,2005-06,missed,picks,1
PHI,2004-05,made,not_lottery,0
PHI,2003-04,missed,picks,1
PHI,2002-03,made,not_lottery,0
PHI,2001-02,made,not_lottery,0
PHI,2000-01,made,not_lottery,0
PHI,1999-00,made,not_lottery,0
PHI,1998-99,made,not_lottery,0
PHI,1997-98,missed,picks,1
PHI,1996-97,missed,picks,1
PHI,1995-96,missed,picks,1
PHI,1994-95,missed,picks,1
PHI,1993-94,missed,picks,1
PHI,1992-93,missed,picks,1
PHI,1991-92,missed,picks,1
PHI,1990-91,made,not_lottery,0
PHI,1989-90,made,not_lottery,0
PHI,1988-89,made,not_lottery,0
PHI,1987-88,missed,picks,1
PHI,1986-87,made,not_lottery,0
PHI,1985-86,made,not_lottery,0
PHI,1984-85,made,not_lottery,0
PHI,1983-84,made,not_lottery,0
TOR,2022-23,missed,picks,1
TOR,2021-22,made,not_lottery,0
TOR,2020-21,missed,picks,1
TOR,2019-20,made,not_lottery,0
TOR,2018-19,made,not_lottery,0
TOR,2017-18,made,not_lottery,0
TOR,2016-17,made,not_lottery,0
TOR,2015-16,made,not_lottery,0
TOR,2014-15,made,not_lottery,0
TOR,2013-14,made,not_lottery,0
TOR,2012-13,missed,picks,0
TOR,2011-12,missed,picks,1
TOR,2010-11,missed,picks,1
TOR,2009-10,missed,picks,1
TOR,2008-09,missed,picks,1
TOR,2007-08,made,not_lottery,0
TOR,2006-07,made,not_lottery,0
TOR,2005-06,missed,picks,1
TOR,2004-05,missed,picks,1
TOR,2003-04,missed,picks,1
TOR,2002-03,missed,picks,1
TOR,2001-02,made,not_lottery,0
TOR,2000-01,made,not_lottery,0
TOR,1999-00,made,not_lottery,0
TOR,1998-99,missed,picks,2
TOR,1997-98,missed,picks,1
TOR,1996-97,missed,picks,1
TOR,1995-96,missed,picks,1
WAS,2022-23,missed,picks,1
WAS,2021-22,missed,picks,1
WAS,2020-21,made,not_lottery,0
WAS,2019-20,missed,picks,1
WAS,2018-19,missed,picks,1
WAS,2017-18,made,not_lottery,0
WAS,2016-17,made,not_lottery,0
WAS,2015-16,missed,picks,0
WAS,2014-15,made,not_lottery,0
WAS,2013-14,made,not_lottery,0
WAS,2012-13,missed,picks,1
WAS,2011-12,missed,picks,1
WAS,2010-11,missed,picks,1
WAS,2009-10,missed,picks,1
WAS,2008-09,missed,picks,0
WAS,2007-08,made,not_lottery,0
WAS,2006-07,made,not_lottery,0
WAS,2005-06,made,not_lottery,0
WAS,2004-05,made,not_lottery,0
WAS,2003-04,missed,picks,1
WAS,2002-03,missed,picks,1
WAS,2001-02,missed,picks,1
WAS,2000-01,missed,picks,1
WAS,1999-00,missed,picks,0
WAS,1998-99,missed,picks,1
WAS,1997-98,missed,picks,0
WAS,1996-97,made,not_lottery,0
WAS,1995-96,missed,picks,0
WAS,1994-95,missed,picks,1
WAS,1993-94,missed,picks,1
WAS,1992-93,missed,picks,1
WAS,1991-92,missed,picks,1
WAS,1990-91,missed,picks,1
WAS,1989-90,missed,picks,0
WAS,1988-89,missed,picks,1
WAS,1987-88,made,not_lottery,0
WAS,1986-87,made,not_lottery,0
WAS,1985-86,made,not_lottery,0
WAS,1984-85,made,not_lottery,0
WAS,1983-84,made,not_lottery,0
